Revenue,Gross Profit,Short-term debt,Net Income,Total assets,2019 PRICE VAR [%]
3333000000,2300000000,1107000000,826000000,6959000000,12.63751277
3724200000,2604100000,0,1127900000,7846700000,26.84806256
2785584000,1168649000,0,87200000,1489415000,-15.40768997
816164000,98255000,60000,15012000,353784000,138.936363
28400000000,19822988506,1293103448,4693103448,59185057471,36.93855357
719353000,707778000,0,467363000,3149971000,53.53938838
231465000,173412000,0,72353000,2448666000,18.75315172
96586000,29674000,631000,-27323000,346100000,164.9446394
6877000000,1283000000,160000000,257000000,9699000000,-31.31955813
4531552000,790566000,251854000,272318000,6988110000,29.97588496
1486000000,1097000000,50000000,796000000,5819000000,54.00372558
924900000,302000000,0,-280000000,2637800000,9.776404664
4792017000,1362932000,898980000,10398000,2806687000,20.99290521
1903339000,931642000,578000,114394000,1264379000,30.45426254
1902573000,830691000,5072000,247358000,2259969000,55.78760817
33346865050,33346865050,10737888266,6647755502,1.68097E+12,16.08636914
779074000,779074000,0,208393000,20682152000,14.94624155
1017634000,880569000,0,16187000,4592937000,-47.34494979
2826352000,2826352000,0,527125000,4997241000,11.4142658
8391124000,1769393000,54974000,317903000,3469927000,26.97853413
563823000,370168000,0,3292000,928744000,133.1472099
2491202000,602258000,32513000,74860000,5735406000,-29.27246942
1602580000,581350000,31260000,107371000,2357744000,-5.092347299
572898000,292628000,12000000,88021000,1353416000,39.38036161
1.36809E+11,7181000000,1001000000,256000000,39951000000,16.80990351
3680100000,1485400000,400000,349600000,2988800000,20.24533645
11404851000,3209338000,1929369000,159394000,19110252000,45.04156088
498264000,221947000,0,33986166,14030110,31.81817874
6710800000,6276700000,0,2444400000,11734500000,0.816241146
1439653000,697008000,132949000,-36585000,2239519000,91.91972877
3363200000,2107900000,45000000,-352400000,7718000000,45.46442645
4922941000,2057237000,20304000,546871000,12627329000,24.10729771
110979000,110761000,0,54343000,145995000,-17.07589513
498264000,221947000,0,-22063000,302312000,-3.605760193
498264000,221947000,0,-143255000,119101000,-8.328410053
6442200000,694800000,37000000,97800000,3627500000,22.89598382
16907296000,494655000,646000,-70875000,6151122000,29.71693734
3081571000,413927000,14879000,36847000,1578039000,2.273593162
498264000,221947000,480094,-18969493,31017841,-58.57988376
376089000,83599000,386000,37284000,277892000,-13.46257634
9718734153,4110491462,1976635890,890362807.5,12585807236,37.96486859
1615000000,1254000000,220000000,-64000000,5224000000,-54.40446947
16424000000,2258000000,0,1641000000,2.98147E+11,17.450153
20423000000,10451000000,6339952119,10871687587,82378000000,36.34352143
212470000,67567000,829000,18688000,320292000,6.779664955
3347600000,1330600000,51600000,245300000,6722600000,2.152932117
3329000000,3329000000,348000000,1235000000,70818000000,6.831106288
8264000000,4415000000,486000000,437000000,10912000000,12.54241825
1.06631E+11,94051519537,0,17045007236,2.22274E+11,-7.113680849
14237200000,5921100000,65400000,1546500000,2.43036E+11,29.15764881
169745000,101233500,0,116788000,1335997000,51.63176092
56912000000,11030000000,1865000000,1683000000,25413000000,31.17561378
5125000000,966800000,4100000,113700000,3485900000,10.19062128
1275800000,479400000,0,12800000,2895900000,-7.544459733
73150000,28119000,0,5872000,588887000,60.90711933
15478000000,5588000000,56000000,437000000,8115000000,-10.05466355
166525000,-7365000,31672000,-55659000,228341000,-10.09174412
17714666000,3637579000,0,1097960000,10994601000,1.583022986
1608154000,381634000,7237000,58300000,4327425000,17.42993965
2447430000,1381690000,0,296130000,3977712000,119.2189423
731511000,412039000,0,66539000,4195780000,3.225775287
2155136000,526383000,385000,135054000,1116501000,-15.8722867
828678000,316844000,0,13393000,6978348000,1.497907388
40052000000,5096000000,1911000000,3024000000,29109000000,74.81122283
63587000000,53780000000,2.1918E+11,13727000000,2.55812E+12,2.009923839
9838708000,1366963000,0,-437012000,3773788000,-20.37685274
1241824000,915322000,0,51987000,2329022000,-8.58154167
16240500000,2706900000,25300000,643000000,7167700000,82.45309506
3055081000,1111655000,43000000,341241000,6572000000,25.74352446
2826573000,1472824000,59489000,1333925000,7747537000,18.47229831
1139791000,943119000,15000000,120949000,1197030000,-6.540681266
344900000,140868000,0,58269000,310526000,81.57938452
7808906298,7808906298,0,2742164363,1.74613E+11,23.98630842
4622800000,528800000,7000000,292500000,2726800000,-17.05787145
935995000,935995000,0,435788000,23109486000,44.4022673
4145642784,1803772680,542168041.2,730687628.9,11228123196,70.70416322
1327459000,946339000,0,379312000,14464956000,49.04573871
454462000,336480000,8000,-175149000,1524022000,44.1846028
10484000000,1523800000,1027900000,1600000,16938200000,21.55098813
10787800000,2819868000,82142000,60249000,8496886000,47.94038333
381464000,381464000,7879087000,301801000,12420327000,27.16303689
14668200000,6042300000,743600000,1429100000,20074500000,34.48261783
524000,524000,0,-24816000,26244000,59.21053333
1242834000,578369000,42711000,104740000,1052944000,36.91170888
958461000,958461000,115124000,57020000,10154692000,113.4966123
687660000,324394000,654000,-45505000,825832000,-16.26794106
704889000,416100000,56547000,479607000,6934394000,51.6988628
5408900000,2371600000,643500000,898600000,10256400000,26.95370903
521667000,521667000,1395000000,203850000,15865724000,37.95002825
498264000,221947000,1853000,23653000,1.86518E+11,2.613806877
6426000000,2497000000,0,1274000000,17974000000,17.84257015
528614000,83288000,2251000,-782000,495434000,5.607082471
2340196000,1362164000,11466000,315588000,3063923000,40.43595361
523008000,380135000,126000000,-13384000,4014271000,29.82086398
1156190000,1156190000,4146000000,324866000,32164326000,22.67340488
4454000000,979000000,11000000,769000000,7643000000,35.34587157
2158502000,627511000,0,18873000,1186924000,-8.971963133
2284535000,1513975000,0,974525000,18380200000,27.65409471
1135677000,1135677000,0,220297000,1543683000,28.61698107
1881883000,1787760000,0,109493000,2645762000,37.38199781
22000000,22000000,0,70000000,12098000000,72.42561288
1749133,1382875,1423224,-108042868,11993294,-14.12698915
3108400000,1681000000,256200000,282800000,5776400000,28.39543289
466692000,136310000,33329000,-82243000,1001677000,-17.83440008
417907000,289172000,0,-97084000,1528876000,73.76504917
2317200000,1527100000,71700000,276600000,7039800000,53.49720578
1124158000,430688000,0,98781000,1462844000,-17.72151866
5207000000,2026000000,257000000,549000000,7222000000,19.96629566
1355044000,939736000,21052000,430560000,6051036000,-56.25899215
5450568000,2560462000,0,757971000,32218329000,63.76479005
303016000,244446000,297811000,-114911000,1824436000,-59.4326267
498264000,221947000,1853000,23653000,47365000000,33.06225583
5157154023,2355816092,326966666.7,685795402.3,14341432184,31.58038906
498264000,178559000,26469000,23653000,1840956000,-14.2727245
1002444000,794860000,0,67065000,10951307000,25.59883618
74734806340,20236870648,6312016724,4293009342,1.66768E+11,40.60682816
1571346000,486999000,338332000,222899000,11323781000,47.20768987
1547098000,-103267000,0,458016000,61625564000,8.253491019
893764000,379878000,0,-162031000,1265096000,98.14241664
4376631186,2391729639,0,655953866,8236569330,21.92933762
1990276000,1143571000,28000000,369429000,11457205000,-24.1036781
4193700000,764400000,46500000,8500000,2469100000,-58.60782797
816138000,210879000,0,102216000,2780666000,24.08225359
1630300000,480100000,15000000,48800000,1499800000,75.19977368
2308463000,520962000,32000000,-60232000,2614836000,-36.12297186
498264000,221947000,0,-240922000,290012000,48.37830653
15374000000,6373000000,651000000,1341000000,16015000000,33.51150839
1570450000,403156000,76205000,32654000,1789476000,33.73787335
6021800000,3561100000,0,370500000,19327100000,20.08614879
4454662000,454453000,16767000,83436000,4387752000,-20.02487738
1058207000,368445000,0,193688000,3170087000,35.40382974
836190000,656037000,201686000,-169505000,2694401000,13.39285898
885840000,885840000,0,140680000,914375000,-4.949254464
2372900000,1175600000,92000000,382900000,3175500000,-2.465034806
6422676000,2222958000,162034000,221324000,3682703000,17.03403046
1610600000,104900000,0,-31700000,1197600000,-13.43612115
403954000,287100000,0,163239000,3142691000,51.4687318
275025000,269573000,0,107927000,1092043000,85.77827084
1729850000,1319850000,0,477939000,2053061000,93.74704705
204270000,66601000,945000,-47269000,270957000,-20.48350321
230604000,114937000,0,-39490000,455431000,33.15217409
5738659794,1182731959,0,438144329.9,15426546392,-5.21759855
2457769000,515448000,26605000,9694000,2946674000,60.04932296
695865000,507225000,373361000,-349348000,2760303000,-6.13980939
18881000000,5737000000,1853000,23653000,42401000000,2.079023898
2439701000,420364000,0,28723000,878325000,1.173028784
7343000000,3480000000,31000000,966000000,9409000000,42.51318897
1548659000,1289942000,0,2023000,4544145000,-13.97107163
653200000,287300000,0,139000000,4931800000,48.8766577
249838000,187359000,0,-25032000,290103000,98.60441045
10286000,4171000,0,-125745000,408548000,2.390999622
17120209000,2328859000,365554000,664112000,17486272000,39.22502218
90798697540,17253545586,2252609846,1649059334,4.7097E+11,33.8723934
498264000,221947000,0,-201810000,143451000,30.4528599
1234340000,920722000,2571000,366284000,8242421000,59.93967624
11333400000,3176400000,17900000,883700000,16185300000,33.80526597
1870275000,711355000,21460000,84698000,940228000,-27.62513635
263015000,263015000,286660000,61451000,5676666000,17.36153929
1709848000,702268000,3500000,116187000,1234091000,93.85731838
18890000000,2624000000,241000000,707000000,7154000000,20.19665442
1096331000,747314000,771025000,278798000,7477997000,83.16861564
3041002000,836894000,105995000,171208000,4176314000,20.95068761
4172000000,689000000,4000000,74000000,2434000000,6.729269392
1196604000,879202000,0,415289000,7847978000,24.90374287
1628400000,883800000,7900000,-5000000,1825400000,-4.167683595
2486370370,1738592593,73925925.93,-1938444444,9429925926,42.87236852
529277000,203565000,1000000,-19342000,628027000,-6.180654958
21037000000,3537000000,1981000000,-183000000,18347000000,41.44469971
7791069000,3575325000,1203316000,1177562000,7703020000,42.51621925
21503894,16413419,0,-16453918,43771280,-73.99999965
1372290000,559732000,45505000,44788000,2115602000,38.29044336
6418311000,1593321000,19661000,98626000,6508662000,-1.690744721
2159299000,2159299000,76632000,614435000,47604577000,25.19829279
758961000,484883000,0,9147000,8755978000,16.91864961
2532800000,1632300000,37100000,139900000,6112800000,28.21894148
291149348.8,258828220,18813314.04,-23822720.69,353854558.6,-66.36568697
531147000,371325000,0,327601000,3826961000,35.62652576
4568507000,1688284000,0,140217000,6630500000,-16.87170572
2998000,2998000,0,-56671000,174399000,-53.48506567
957302000,583691000,444700000,156128000,6219586000,29.76178324
1073229000,596267000,0,-64553000,2254785000,188.9389309
53589000,53589000,0,-80546000,345208000,266.8221682
916000000,289900000,700000,105600000,1291900000,33.45393326
54579000,53694000,0,-555625000,2242844000,-11.80904523
463460000,463460000,0,157916000,12116808000,13.09398545
270283000,64224000,10327000,-31492000,269928000,57.99999237
251247000,246032000,0,75410000,311694000,-12.44572613
677949000,207915000,21006000,28879000,587941000,153.4433668
644400000,262000000,39000000,-72000000,2225200000,16.98478772
3580800000,1040100000,43000000,302800000,4445200000,53.29821639
6182300000,3751700000,308200000,162800000,6143300000,13.88979014
26426347,898987,689148,-7966911,77302136,-58.80149841
1788378000,866949000,26935000,121864000,4168990000,30.86824508
83937000,71014000,28000,-22397000,160173000,-13.28162813
858289000,574892000,0,193543000,1154818000,49.79151117
256547000,175792000,0,-109849000,399263000,82.37433735
29644274809,29644274809,79530702423,8596946565,1.01901E+12,17.35856806
2014246000,2014246000,50000000,344255000,6688668000,47.29006962
2713000000,1422000000,0,639000000,4237000000,10.76898618
5747844000,5295211000,0,474496000,10630635000,36.21393523
1895600000,900000000,18500000,179700000,2128600000,74.60412149
3000790000,1079022000,328483000,282019000,3529445000,58.83949844
3666812000,1132839000,5020000,140196000,6615958000,73.98374622
2273600000,1628500000,550400000,-122200000,5948900000,26.22127151
18735073000,5983787000,711147000,810474000,12683040000,15.52919959
3849170103,884817525.8,849981443.3,362645103.1,9260335052,115.9783361
3725100000,358100000,0,190100000,11544900000,19.01184626
1700764000,349500000,0,172435000,3054799000,-32.63267276
451240000,446351000,0,21111000,993151000,53.35997072
1916475000,1715096000,0,821305000,5828213000,7.207728584
1890922000,1769378000,33387000,447098000,5203491000,19.29992972
839419000,285061000,60064000,22065000,1142446000,35.76470489
2157700000,382300000,0,188500000,3007000000,35.1414428
5460800000,1027200000,82200000,110100000,9495800000,-39.60334356
1167381000,184424000,141166000,-13445000,4217221000,-6.740934665
150509000,3508000,0,-12439000,177047000,9.545456073
14198000000,11525000000,0,4305000000,1.59573E+11,33.01666609
25999259259,4274074074,149629629.6,1714074074,30708148148,6.374619105
531000000,221947000,1853000,328000000,3827000000,16.23286897
1345243000,447460000,0,3676000,1787344000,74.96081789
1991000000,999000000,300000000,212000000,8110000000,28.75449056
43638000000,19088000000,1853000,23653000,1.07952E+11,26.43098833
2916838000,1113342000,0,15040000,2478411000,-36.6797486
9536428000,5039966000,0,1324487000,7980789000,28.46548955
2689800000,1012500000,7900000,269400000,4487100000,74.66666812
2161407000,1799926000,0,453689000,2605476000,-13.35773654
1302272000,481524000,17200000,73248000,1226900000,56.83946483
5716875000,2065022000,2711609000,531451000,10665664000,13.74890018
1109280000,979825000,74239000,385830000,68262453000,36.7267631
955000,955000,0,-155645000,498796000,50.76190404
8632500000,1900100000,29800000,172300000,5272400000,36.17977983
2069700000,1377500000,285500000,155900000,1308800000,-72.45570349
263296000,96571000,3395000,33990000,786517000,10.86956113
2217551285,615478302,1698192269,73034549,8033712672,4.696323936
467930000,242846000,0,-10417000,1057081000,3.349869603
40130000,22049000,11802000,-350223000,386419000,27.22428651
784495000,100897000,5356000,10294000,1937476000,63.41486808
17439000000,911000000,8000000,-1685000000,10942000000,35.78275091
303956000,51366000,0,-927000,207510000,46.7293305
903923000,411908000,194259000,45572000,1237339000,18.0883843
838091000,469851000,168944000,191988000,6964496000,46.24320173
533207000,533207000,345000000,189589000,15305952000,26.7596008
787594000,471024000,0,55027000,753904000,36.58778718
1998025000,1206277000,791000,149630000,2305096000,31.03159903
31721000,12390000,0,-25479000,196766000,-31.29496452
2331386000,575614000,332027000,145089000,4258118000,-4.969032959
315818000,195491000,0,18196000,525175000,3.461759015
9580554000,4219413000,0,423847000,9040648000,1.573304188
10770000000,10770000000,251000000,1134000000,26422000000,46.00097972
152000,152000,0,-173482000,83616000,157.5406155
15226803846,12886477671,956305148.7,2810573277,38070905742,-14.05726614
21991200000,3579000000,50100000,556700000,8519800000,52.86287648
1532186000,760716000,0,161995000,1430117000,140.5429297
420068000,258583000,0,29205000,719540000,62.44734602
5492524000,376009000,187800000,-302269000,1476359000,-70.97242324
2457449000,493288000,0,158225000,1469276000,-2.999636674
399472000,250486000,6777000,42820000,586801000,-21.97506047
3503000000,664000000,22000000,192000000,2435000000,38.1405594
1583947000,622747000,223000,80866000,892967000,16.42154983
1543300000,510100000,0,681600000,743700000,-86.5110252
2536629000,1048223000,38017000,232851000,3321155000,55.13982015
8665000000,2283000000,2248000000,1032000000,19026000000,-8.555981197
728482000,849759000,3150000,132728000,18002000000,20.89155274
897737000,128852000,9102000,44512000,418130000,9.671847089
5501000000,5501000000,98000000,3949000000,17047000000,53.98095459
2511469000,818576000,16284000,62971000,1454511000,72.59401305
3522380000,1629431000,234743000,223665000,5938419000,-31.43851922
160574000,97287000,1025000,-509336000,716177000,-23.35664411
14984646000,2828370000,3172000,163431000,12645795000,55.2837702
7274318000,7181930000,5222000,856695000,37413000000,22.84540728
2325873000,606198000,153635000,180378000,3790649000,61.22104616
39612643678,26468965517,3026436782,4949425287,1.28055E+11,22.01337197
2618650000,941011000,0,271939000,1570984000,46.02185244
56771000000,11252000000,11599000000,3584000000,2.56281E+11,54.67122857
17534493000,7418562000,635594000,1108746000,19134279000,50.16685566
12835000000,10533000000,424000000,2098000000,1.37216E+11,58.51053929
444298000,176513000,50276000,-159355000,2286258000,96.81515281
4546653000,1120252000,246000,242932000,2161033000,34.94312158
3115546000,1947698000,1150780000,603064000,11874437000,27.07122246
1117164000,665583000,0,286872000,7160426000,-18.52680497
540768000,205880000,3215000,107161000,1210128000,-7.238720537
498264000,221947000,0,-72548000,186747000,-76.27118664
350993000,281972000,0,92926000,3102532000,36.76875079
4363547000,1233885000,64100000,294944000,8649200000,10.50337793
297651000,229769000,7331000,-74836000,388478000,29.33753331
5409000,5409000,3254000,-5329000,27935000,-66.12021911
17619900000,2292800000,269200000,198700000,4000900000,62.70543785
14362900000,548000000,21200000,213600000,2360800000,53.44262295
868500000,97900000,2700000,-45300000,807500000,64.51203754
10233100000,972800000,32000000,340100000,5760600000,4.608358112
13613740458,13613740458,8416882523,4020610687,4.55801E+11,18.94638355
2880013000,606645000,185060000,182277000,7357729000,5.398688055
420675000,76845000,0,6379000,1521138000,59.96677982
1846800000,328100000,6400000,-67100000,1541900000,15.28326514
1901275687,1693201158,117625759.8,308132706.2,4606489870,17.64813308
1144913495,465709342.6,885363321.8,736851211.1,11618442907,-47.29626797
1761533000,870629000,361000000,136521000,7444000000,25.93353593
1304034000,292947000,10814000,135579000,1789977000,61.80228414
129160000,129160000,0,-36240000,661984000,-9.881013218
16631172000,2705235000,97084000,664505000,4427412000,-3.434628163
109333000,82577000,0,-120011000,390886000,-60.56337719
477294000,477294000,0,88140000,1117872000,123.6397991
12579310345,5780689655,0,2978850575,23145862069,92.38930985
2213242000,1241542000,398937000,377031000,1537349000,43.11629687
498264000,221947000,0,-39136366,30246472,-72.57575805
301034000,266841000,0,-361918000,1642075000,20.03720306
9895456000,1932613000,1430789000,181935000,17566777000,-2.152069381
654700000,566407000,0,-222693000,1503329000,98.74760619
3221735000,1269620000,35049000,213827000,4481838000,-4.803032374
905884000,905884000,3900000000,300824000,28257767000,9.998061977
1063045000,1063045000,628284000,-70772000,9394216000,0.735293409
166028000,123169000,0,-83973000,432844000,64.61539166
1216197000,332208000,3407000,35632000,699962000,34.9491572
410011000,410011000,0,105491000,9607773000,1.459642345
2581891000,658404000,18430000,119594000,2486925000,-2.535574882
869480000,505301000,16133000,34725000,2097773000,13.66039112
2448383000,1384442000,86625000,200802000,6277991000,49.79257047
197022000,117106000,0,272813000,3530772000,24.52136068
881316000,600449000,1530000,116086000,8261709000,36.72614452
5455000000,1152000000,1000000,283000000,4925000000,14.41004122
2011553000,615530000,38455000,379898000,4064984000,16.61832147
7222000000,1086100000,31400000,617000000,5685900000,1.207215108
657845000,468086000,50657000,299863000,5838820000,12.9329278
543955000,543955000,7027000,45766000,575411000,-32.38095135
522285000,315713000,54379000,74183000,806371000,54.41448558
274116000,274116000,1698000,36633000,937518000,-26.74493461
947593000,648514000,0,35102000,1705020000,-15.97030873
1451487000,1250446000,0,963967000,31691013000,27.38748409
1472366000,373740000,32897000,85416000,4685635000,-13.20531308
261004000,261004000,0,395056000,548193000,-18.15028629
1031782000,763075000,0,44780000,683550000,-24.91166676
469515000,375078000,8200000,12356000,1548261000,161.7933724
684563000,288706000,66845000,28690000,1575304000,64.85981032
1775686000,900318000,0,282425000,2781242000,22.46045624
6078540000,1501200000,66543000,335257000,4124915000,33.93820787
1207295000,1006221000,0,128687000,2560830000,37.47948764
97857000,26964000,0,-122007000,804772000,69.53314474
3304346000,1408766000,7000000,96703000,1999955000,-67.27254229
193317000,81084000,0,17203000,1265382000,38.86275174
190174000,152299000,0,-33646000,447781000,16.80481888
2722931000,1004140000,3207000,317152000,4549781000,7.414670093
3024881000,3024881000,0,393968000,24519598000,47.99298154
2660465000,1688168000,0,8492000,1396917000,76.80895941
9822000000,1043000000,525000000,298000000,14266000000,2.352785216
13971566820,3808479263,6265330261,216282642.1,27103364055,-21.9861506
1900000000,859000000,49000000,-41000000,5023000000,7.150770192
58600000000,58600000000,3718390805,10791954023,68340229885,10.88501928
1147249000,1147249000,1403026000,360418000,27610315000,9.583440465
11631851.85,8346666.667,15519259.26,-14225925.93,193421481.5,-32.18390989
1717400000,545400000,100000,206900000,1978900000,56.7208682
3190174000,760322000,69896000,447208000,12693243000,16.62194696
7869000000,1431000000,38000000,496000000,9131000000,1.582891291
13184062000,5041289000,1648099000,1201381000,27396356000,26.92254905
32435736,22106090,788187,-12974650,161041166,-74.85714299
370009000,-68405000,0,-317692000,3086234000,10.04184096
11151000000,1698000000,170000000,439000000,15262000000,75.9398538
498264000,221947000,0,-5802000,217557000,55.38058176
2267278000,283651000,2179000,69421000,1304393000,13.94250688
1191832000,921899000,0,238334000,3312957000,78.74641062
11009452000,3060685000,2593965000,862555000,48275066000,47.86555617
2847261000,457034000,4578000,124214000,3457503000,53.72829673
3832666000,1187836000,68218000,119671000,4616277000,33.06804867
16142321,16142321,223820,-54450478,111609951,383.4603724
4262892000,3351746000,13750000,626961000,6874585000,38.21016035
1878718000,1400819000,0,289441000,7380978000,-35.44127927
1096523000,175841000,9671000,36596000,965477000,170.3916877
1590100000,569200000,16100000,78200000,2075000000,38.7555525
1132241000,1076502000,13750000,77318000,1808027000,-46.32445874
560456000,296737000,46000,50634000,997725000,-3.292642525
730373000,463581000,13210000,-24394000,1866376000,-15.58001767
30793103448,9928735632,710344827.6,2897701149,40428735632,56.80720619
351985000,351985000,0,39222000,485700000,-31.10635792
208270000,38271000,0,11783000,525231000,0
720035000,477620000,3581000,171835000,4675009000,34.35520006
7724771000,1922940000,15565000,205191000,2932309000,120.7645468
256668000,209511000,0,134042000,925428000,10.78943982
193192000,158270000,0,-43084000,210387000,7.522127301
3629293000,553556000,101323000,107766000,2623103000,-48.01693154
1444609000,367047000,61000,20402000,732398000,18.53809892
8202000000,2654900000,764300000,1205000000,10044900000,36.98702614
212494000,160823000,0,46210000,2787685000,61.64199238
498264000,221947000,0,-60447000,182379000,-4.181187216
498264000,221947000,0,-85288000,371270000,35.12270464
1707758000,594939000,419544000,-79237000,8391670000,56.6226357
498264000,221947000,0,-36726000,75234000,-28.71286778
3843353000,184876000,218520000,15923000,2216432000,17.94657622
766570000,545663000,464332000,12380000,9330354000,45.53276073
11534500000,3281500000,65200000,633700000,8044900000,71.43529433
968219000,312717000,663000,35030000,461846000,86.18857991
1966492000,1447867000,0,400235000,2052458000,38.0566076
1777721000,690715000,859000,259233000,2653396000,50.39605472
1287565000,1287565000,0,454918000,32292966000,13.22662331
11560212202,2022546419,1719522546,1024031830,26366472149,-14.95029964
1504400000,379916000,68251000,155286000,1395473000,51.31720626
4864985000,910992000,0,176553000,2265518000,88.81045043
1120975000,815085000,22734000,249127000,10944663000,15.09762967
498264000,221947000,0,-17453409,24376136,54.16666637
5670000,2483000,0,-88326000,185265000,42.13624164
5321643000,2181212000,3501000,337770000,5271822000,36.20857155
21965648855,21965648855,77142312967,6525190840,7.62208E+11,16.50570258
1799889000,504013000,14227000,226958000,1655096000,61.64535601
1153800000,534800000,24100000,-90600000,2419600000,-0.934575393
302112000,86610000,11159000,-54847000,320128000,-20.1280284
3581620000,562857000,1474000,194794000,2621787000,24.47563343
620697000,314528000,0,-143080000,1059830000,-48.33332917
1101714000,790555000,0,12479000,1707859000,59.56260448
1612000,1612000,0,-72627000,213495000,237.8299169
793602000,264571000,0,-24610000,683916000,-30.89724746
708903000,243038000,4150000,-51693000,1428211000,8.115941088
1321617000,1186103000,31650000,229906000,3456581000,22.446615
471678000,206763000,0,15561000,185240000,13.81579216
512980000,412623000,0,-63828000,833953000,26.51660404
193237462,89990239,0,-5361204,139964858,83.16801992
404897000,161695000,0,-23899000,378727000,-19.42857334
386958000,180728000,0,-28318000,662353000,-7.504692328
1603635000,405649000,0,47985000,2532428000,44.10620821
42339000,41163000,0,-221540000,344321000,105.69878
1961757000,478638000,18500000,205794000,6349140000,32.65665885
23966530612,8937244898,1151377551,1588928571,29407193878,10.06504506
739762000,512570000,900759000,-873303000,8660822000,69.33555979
610803000,454424000,0,72677000,806213000,15.30454995
270288000,242605000,0,-28578000,284978000,51.18676416
1702249000,1447494000,17000,381938000,3599328000,38.62080291
3660120,1609576,0,-10187863,21060093,21.25000177
7014600000,1645300000,1400000,738000000,6569700000,36.566942
5407000000,1917000000,0,287000000,21935000000,42.17785709
9030000,1679000,600000,-26208000,11286000,-74.74025921
10250000000,1933000000,946000000,340000000,7230000000,7.066221971
630179000,167101000,3410000,43693000,335349000,21.2195099
6124000000,2675000000,199000000,823000000,5060000000,4.266240002
1870262000,577778000,256134000,58105000,1549504000,64.75883231
8176000000,1791000000,0,836000000,6383000000,32.43730831
183029000,-180844000,0,-350054000,1435445000,4.875511376
4731700000,1831500000,190200000,131000000,10983400000,29.789493
1681030000,935398000,33894000,157541000,4009526000,13.83849576
2108327000,1656287000,78229000,125562000,5886089000,-27.06849259
2871922000,1063405000,0,153905000,3186467000,23.56865514
1358104000,611863000,20063000,124150000,1608012000,34.90227068
40250000,15888000,11118000,-36224000,62574000,-10.71428293
1334000000,1101000000,1853000,23653000,4291000000,50.70840561
20155512000,650649000,143051000,136468000,14681131000,60.45387803
963364000,963364000,0,172283000,1418841000,35.01244317
1493600000,293900000,43500000,68800000,2367900000,55.26797509
498264000,221947000,1853000,23653000,15013000000,-42.2702675
1801200000,1350800000,0,332200000,3078000000,53.21469815
9538000,9538000,0,-151184000,155809000,-40.53333282
4341219845,1217529897,693685051.5,536902061.9,14525957732,148.8017363
77087000,51535000,60000000,-121568000,257132000,0
3808700000,1334300000,26900000,768300000,7799000000,52.48647248
3977539000,1682707000,48642000,337302000,12889395000,-1.922277907
1476203000,485005000,0,-123733000,1611573000,1.090908051
90857000,58697000,0,-8137000,118689000,-1.861251733
3485900000,1376000000,119100000,-244700000,6455500000,73.06754332
577905000,308332000,55000000,-76810000,957159000,-40.03868745
4408400000,758100000,27300000,106000000,2086300000,77.62763055
960351000,579347000,758677000,60020000,9026808000,-31.4789431
18913000,-8146000,10000000,-93971000,159973000,-65.9479558
10412000000,3666000000,100000000,259000000,22549000000,35.16752498
757956000,254826000,27740000,86436000,759563000,60.9489148
1286221000,1286221000,162379000,343166000,31244849000,5.846992463
1771456000,410025000,55600000,-205706000,4676300000,55.30753821
11201737113,5782725000,0,2301097423,26433329381,21.2828832
406133000,392842000,0,-289000,1235107000,0.595358354
328328000,328328000,631000,107498000,7828255000,22.5198959
1048782000,621787000,10000000,35728000,1259488000,-14.63134116
4.18405E+11,86569609262,8846164978,8917221418,2.30435E+11,-8.571065757
36783551,36783551,146000,-159692116,136401000,62.15140188
482497000,333929000,0,77640000,3647470000,33.19265443
2087171000,378727000,38900000,91596000,2929774000,79.35367079
-22744000,-22744000,13561249000,-70790000,17813505000,27.30040705
244091000,173008000,0,-55545000,559369000,80.30254589
430604000,227918000,730257000,-231428000,4806595000,-36.21651942
273800000,97807000,0,37283000,134836000,6.43125512
998775000,162298000,0,-61617000,1385527000,10.73446663
703906000,295801000,5545000,157692000,1488361000,61.78572453
5812100000,955400000,1200000,-61400000,5629300000,-4.339251933
295402000,187733000,0,18852000,546649000,68.08216327
6800200000,1255400000,216200000,-11000000,3640800000,-3.856716427
4316466000,710565000,114579000,127092000,4495447000,94.9025465
75589000,75589000,0,-176061000,531563000,74.60176291
2499207000,665600000,0,65754000,1114844000,9.712718336
186780000,126874000,0,-43805000,572450000,134.1123694
27859000,7380000,11298000,-86975000,107705000,9.322035525
179804000,177285000,0,-309242000,509167000,27.42416264
63559000,54873000,0,-11807000,127150000,-32.12067627
2566465000,220593000,6793000,22817000,1899783000,64.78808292
1573316000,421414000,20009000,1646000,595897000,60.21654753
146608000,55693000,40297000,14095000,120275000,-7.21650004
17383703704,7062962963,3440740741,2169629630,42296296296,23.27591761
2998097000,870173000,9168000,234461000,1240871000,47.22690846
1495098000,1331906000,0,668002000,9456121000,-22.87748316
498330000,233251000,0,79406000,1217316000,54.46438559
6138000,-1117000,0,-123156000,841686000,357.4044364
502353545.6,162843415.3,0,88265557.16,559567438.5,19.53654713
943379000,321156000,0,-214295000,1801270000,97.02232367
882753000,394770000,22000000,42017000,1620012000,-41.31579161
67134758,67134758,5948763,24702714,39016810,1.298700092
3540578424,1678651744,694488180.1,521195874.6,10789654415,1.695158882
1538600000,410700000,49900000,81200000,2057500000,86.51026315
2451787000,526585000,17797000,312577000,1887060000,-13.63869729
142906000,142906000,0,66608000,47705000,-25.86209033
